organizationNr,name,registrationDate,nrEmployees,ownedBy_organizationNr,ownershipPercentage,organizationForm,address,postalCode,town,municipalityNr,municipality,countryCode,country
974780984,ÅSERAL KOMMUNE SENTRALADMINISTRASJON,1996-09-01,53,964966842,0.99,ORGL,,4540,ÅSERAL,1026,ÅSERAL,NO,Norge
895290742,FOLLO BARNEVERNVAKT,2010-03-15,26,960507878,0.32,ORGL,Vestveien 16,1400,SKI,0213,SKI,NO,Norge
974772698,KRISTIANSAND KOMMUNE KULTURSEKTOREN,1996-10-26,394,963296746,0.25,ORGL,Kirkegata 11B,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
990661375,DRAMMEN KJØKKEN KF,2006-12-27,0,939214895,0.97,KF,Tømmerkrana 16,3048,DRAMMEN,0602,DRAMMEN,NO,Norge
987843020,SETESDALSMUSEET EIGEDOM IKS,2005-02-09,0,null,null,IKS,,4748,RYSSTAD,0940,VALLE,NO,Norge
974640775,BAMBLE KOMMUNE TEKNIKK OG SAMFUNNSUTVIKLING,1996-10-26,181,940244145,0.21,ORGL,Kirkeveien 12,3970,LANGESUND,0814,BAMBLE,NO,Norge
974791706,SØRFOLD KOMMUNE HELSEADMINISTRASJON,1996-10-26,12,972417750,0.4,ORGL,Rådhuset,8226,STRAUMEN,1845,SØRFOLD,NO,Norge
983344380,ARBEIDSGIVERKONTROLLEN ØVRE ROMERIKE,2001-05-04,6,964950113,0.47,ORGL,Vormavegen 8,2080,EIDSVOLL,0237,EIDSVOLL,NO,Norge
974641496,IVELAND KOMMUNE TEKNISK ETAT,1996-09-01,21,864966012,0.38,ORGL,,4724,IVELAND,0935,IVELAND,NO,Norge
983529968,STANGE KOMMUNALE BOLIGFORETAK KF,2001-08-09,19,970169717,0.27,KF,Rådhuset,2335,STANGE,0417,STANGE,NO,Norge
974773686,RENNESØY KOMMUNE KULTURETATEN,1996-09-01,12,964979545,0.62,ORGL,Asalveien 6,4150,RENNESØY,1142,RENNESØY,NO,Norge
974636646,DRØBAK KINO,1996-08-28,9,963999089,0.52,ORGL,,1440,DRØBAK,0215,FROGN,NO,Norge
974778572,HORDALAND FYLKESKOMMUNE TANNHELSEAVDELINGA,1996-05-28,486,938626367,0.51,ORGL,Agnes Mowinckels gate 5,5008,BERGEN,1201,BERGEN,NO,Norge
998836050,GUDBRANDSDAL KRISESENTER INTERKOMMUNALT SELSKAP,2013-01-10,16,null,null,IKS,Skoletorget 6D,2609,LILLEHAMMER,0501,LILLEHAMMER,NO,Norge
974642158,TELEMARK FYLKESKOMMUNE TANNHELSETENESTA,1996-05-28,149,940192226,0.66,ORGL,Fylkesbakken 10,3715,SKIEN,0806,SKIEN,NO,Norge
986215689,LEBESBY-KJØLLEFJORD HAVN KF,2004-07-27,0,940400392,0.54,KF,,9790,KJØLLEFJORD,2022,LEBESBY,NO,Norge
911615649,ASKØY KOMMUNE BARNEHAGE,2013-02-25,316,964338442,0.55,ORGL,Energigården Florvågvegen 6,5300,KLEPPESTØ,1247,ASKØY,NO,Norge
945627913,MASFJORDEN KOMMUNE,1995-06-07,522,null,null,KOMM,Austfjordvegen 2724,5981,MASFJORDNES,1266,MASFJORDEN,NO,Norge
974795035,ALTA HAVN KF,1997-02-20,3,944588132,0.12,KF,Havneterminalen Bukta,9515,ALTA,2012,ALTA,NO,Norge
937697767,HOLTÅLEN KOMMUNE,1995-06-07,390,null,null,KOMM,Bakkavegen 1,7380,ÅLEN,5026,HOLTÅLEN,NO,Norge
974790351,LURØY KOMMUNE OPPVEKSTETATEN,1997-02-20,225,940667852,0.61,ORGL,,8766,LURØY,1834,LURØY,NO,Norge
974643928,KVITESEID KOMMUNE SENTRALADMINISTRASJON,1996-10-26,46,964963827,0.79,ORGL,Kviteseidgata 13,3850,KVITESEID,0829,KVITESEID,NO,Norge
986965610,HELFO,2004-06-15,585,983544622,0.39,ORGL,Kjelleveien 21,3125,TØNSBERG,0704,TØNSBERG,NO,Norge
974794373,TYSFJORD KOMMUNE SENTRALADMINISTRASJON,1996-10-26,29,972417769,0.63,ORGL,F.L. Smiths vei 1,8590,KJØPSVIK,1850,TYSFJORD,NO,Norge
984047851,LONGYEARBYEN LOKALSTYRE,2002-02-05,305,null,null,ORGL,Vei 227 1,9170,LONGYEARBYEN,2111,SPITSBERGEN,NO,Norge
974782766,STAVANGER PARKERINGSSELSKAP KF,1996-09-01,33,964965226,0.5,KF,St. Olavs gate 6,4005,STAVANGER,1103,STAVANGER,NO,Norge
974790599,VÆRØY KOMMUNE SKOLEADMINISTRASJON,1997-02-20,63,964994307,0.17,ORGL,Sørland 33,8063,VÆRØY,1857,VÆRØY,NO,Norge
993389641,MELHUS-SKAUN-MIDTRE GAULDAL KEMNER,2008-12-04,4,938726027,0.53,ORGL,Rådhusvegen 2,7224,MELHUS,5028,MELHUS,NO,Norge
996258017,SKÅNINGSRUD SKOLE OG RESSURSSENTER,2010-12-04,99,942645295,0.27,ORGL,Skåningsrudvegen 32,1925,BLAKER,0226,SØRUM,NO,Norge
976661672,NAV NESODDEN,1996-09-01,18,944383565,0.81,ORGL,Vestveien 51,1452,NESODDTANGEN,0216,NESODDEN,NO,Norge
990988862,INN-TRØNDELAG SKATTEOPPKREVERKONTOR,2007-03-06,0,964981981,0.64,ORGL,Liavegen 1,7790,MALM,5039,VERRAN,NO,Norge
964981248,SANDØY KOMMUNE,1995-06-07,215,null,null,KOMM,Steinshamnvegen 112,6487,HARØY,1546,SANDØY,NO,Norge
980925935,SØR-VARANGER KOMMUNE PLAN- OG BYGGESAKSAVDELINGEN,1999-07-13,17,942110286,0.33,ORGL,Rådhusplassen 3,9900,KIRKENES,2030,SØR-VARANGER,NO,Norge
964964165,SIRDAL KOMMUNE,1995-06-07,462,null,null,KOMM,Tonstadveien 28,4440,TONSTAD,1046,SIRDAL,NO,Norge
985551049,ETABLERERSENTERET IKS,2003-05-14,1,null,null,IKS,Kystveien 2,4841,ARENDAL,0906,ARENDAL,NO,Norge
976634926,PEDAGOGISK-PSYKOLOGISK TJENESTE OG OPPFØLGINGSTJENESTEN I NEDRE HALLINGDAL IKS,1996-08-28,17,null,null,IKS,Sentrumsvegen 93,3550,GOL,0617,GOL,NO,Norge
985434727,SØRFOLDNETT KF,2003-05-15,0,972417750,0.52,KF,Rådhuset,8226,STRAUMEN,1845,SØRFOLD,NO,Norge
899008782,SKIPTVET KOMMUNE INNBYGGERSERVICE,2012-10-15,22,941962726,0.34,ORGL,Storveien 24,1816,SKIPTVET,0127,SKIPTVET,NO,Norge
874794902,GAMVIK KOMMUNE SENTRALADMINISTRASJON,1997-06-11,36,934266811,0.83,ORGL,,9770,MEHAMN,2023,GAMVIK,NO,Norge
974639939,ØVRE EIKER KOMMUNE SEKSJON HELSE OG OMSORG,1996-09-01,903,954597482,0.56,ORGL,Christian IV's vei 25,3302,HOKKSUND,0624,ØVRE EIKER,NO,Norge
997739930,ANDØY KOMMUNE KULTUR OG INFORMASJON,2011-12-19,21,945624809,0.05,ORGL,Storgata 68,8480,ANDENES,1871,ANDØY,NO,Norge
920053351,HAUGESUND KOMMUNE RÅDMANNENS KONTOR,2017-12-11,12,944073787,0.31,ORGL,Rådhusgata 66,5528,HAUGESUND,1106,HAUGESUND,NO,Norge
976304470,KOMMUNEREVISJONEN I NORDFJORD,1996-04-25,11,963989202,0.74,ORGL,Tonningsgata 4,6783,STRYN,1449,STRYN,NO,Norge
961381541,GRAN KOMMUNE,1995-06-07,1760,null,null,KOMM,Rådhusvegen 39,2770,JAREN,0534,GRAN,NO,Norge
993727776,UNDERVISNINGSSYKEHJEM HELGELAND,2009-02-11,4,938712441,0.72,ORGL,Strandgata 52,8800,SANDNESSJØEN,1820,ALSTAHAUG,NO,Norge
976820991,LEGEVAKT-SENTRALEN SKIEN/SILJAN,1996-10-26,42,938759839,0.41,ORGL,Ulefossvegen 55,3710,SKIEN,0806,SKIEN,NO,Norge
974781123,KLEPP KOMMUNE SENTRALADMINISTRASJON,1996-10-26,61,864969682,0.78,ORGL,Solavegen 1,4352,KLEPPE,1120,KLEPP,NO,Norge
971030577,ÅL KRAFTVERK KF,1995-03-12,0,864952992,0.9,KF,Torget 1,3570,ÅL,0619,ÅL,NO,Norge
974793415,GAMVIK KOMMUNE HELSE- OG SOSIALADMINISTRASJON,1997-06-11,149,934266811,0.24,ORGL,,9770,MEHAMN,2023,GAMVIK,NO,Norge
974767562,AURE KOMMUNE HELSE OG FAMILIE,1996-09-01,812,988913898,0.36,ORGL,Sentrum,6690,AURE,1576,AURE,NO,Norge
913304845,NORD-TRØNDELAG KRISESENTER IKS,2016-05-23,19,null,null,IKS,,7651,VERDAL,5038,VERDAL,NO,Norge
974781573,MODALEN KOMMUNE SENTRALADMINISTRASJON,1996-10-26,40,964969302,0.54,ORGL,,5729,MODALEN,1252,MODALEN,NO,Norge
963923988,GAULAR KOMMUNE,1995-06-07,418,null,null,KOMM,,6973,SANDE I SUNNFJORD,1430,GAULAR,NO,Norge
974772752,FLEKKEFJORD KOMMUNE SAMFUNN OG TEKNIKK,1996-09-01,177,964967369,0.37,ORGL,Kirkegaten 50,4400,FLEKKEFJORD,1004,FLEKKEFJORD,NO,Norge
963923511,FØRDE KOMMUNE,1995-06-07,1746,null,null,KOMM,Hafstadvegen 42,6800,FØRDE,1432,FØRDE,NO,Norge
864950582,RINGSAKER KOMMUNE,1995-06-07,4596,null,null,KOMM,Brugata 2,2380,BRUMUNDDAL,0412,RINGSAKER,NO,Norge
974781085,SOKNDAL KOMMUNE SENTRALADMINISTRASJON,1996-09-01,16,964965692,0.28,ORGL,Gamleveien 20,4380,HAUGE I DALANE,1111,SOKNDAL,NO,Norge
974777592,NAMSOS KOMMUNE HELSE OG OMSORG,1996-10-26,1123,942875967,0.68,ORGL,Abel Meyers gate 12,7800,NAMSOS,5005,NAMSOS,NO,Norge
974782006,VOLDA KOMMUNE SENTRALADMINISTRASJON,1996-09-01,118,939760946,0.35,ORGL,Stormyra 2,6100,VOLDA,1519,VOLDA,NO,Norge
974760665,FYLKESMANNEN I HORDALAND,1995-08-09,194,972417858,0.54,ORGL,Kaigaten 9,5015,BERGEN,1201,BERGEN,NO,Norge
986187243,KONTORET FOR VOLDSOFFERERSTATNING,2003-10-28,28,972417831,0.27,ORGL,Kirkegata 2,9950,VARDØ,2002,VARDØ,NO,Norge
974793385,LEBESBY KOMMUNE HELSE- OG SOSIALETAT,1997-06-11,200,940400392,0.71,ORGL,Strandvegen 152,9790,KJØLLEFJORD,2022,LEBESBY,NO,Norge
979150474,BOKN KOMMUNE BARNEHAGEADMINISTRASJON,1997-08-26,18,964979723,0.43,ORGL,,5561,BOKN,1145,BOKN,NO,Norge
984936966,NASJONALT KLAGEORGAN FOR HELSETJENESTEN,2002-10-23,130,983887406,0.79,ORGL,Krinkelkroken 1,5014,BERGEN,1201,BERGEN,NO,Norge
916284128,RØYKENBADET KF,2015-11-24,56,938709866,0.95,KF,Bassengveien 1,3440,RØYKEN,0627,RØYKEN,NO,Norge
981522427,HEDMARK TRAFIKK FKF,2000-03-07,22,942116217,0.98,FKF,Disenstrandvegen 4,2321,HAMAR,0403,HAMAR,NO,Norge
995055244,IRS MILJØ IKS,2010-03-06,14,null,null,IKS,Erikstemmen. 10,4400,FLEKKEFJORD,1004,FLEKKEFJORD,NO,Norge
991967168,MELDAL KOMMUNE SEKTOR OPPVEKST,2007-11-20,252,958731647,0.19,ORGL,Kvamsveien 2,7336,MELDAL,5023,MELDAL,NO,Norge
974777754,LEVANGER KOMMUNE ENHET KULTUR,1997-02-20,29,938587051,0.04,ORGL,Håkon den godes gate 30,7600,LEVANGER,5037,LEVANGER,NO,Norge
974643871,NOME KOMMUNE SENTRALADMINISTRASJON,1996-08-28,39,964963371,0.81,ORGL,Ringsevja 30,3830,ULEFOSS,0819,NOME,NO,Norge
991865926,VESTERÅLEN LEGEVAKT,2007-10-24,20,958501420,0.24,ORGL,Ivar Bergsmos gate 3,8450,STOKMARKNES,1866,HADSEL,NO,Norge
946473111,FYLKESMANNEN I BUSKERUD,1995-08-09,137,972417858,0.7,ORGL,Grønland 32,3045,DRAMMEN,0602,DRAMMEN,NO,Norge
971527765,BARNEOMBUDET,1995-08-09,21,972417793,0.61,ORGL,Karl Johans gate 7,0154,OSLO,0301,OSLO,NO,Norge
964948798,ÅS KOMMUNE,1995-06-07,2761,null,null,KOMM,Skoleveien 1,1430,ÅS,0214,ÅS,NO,Norge
974760746,UTLENDINGSDIREKTORATET,1995-08-09,976,972417831,0.49,ORGL,Hausmanns gate 21,0182,OSLO,0301,OSLO,NO,Norge
970919910,HAUGALAND INTERKOMMUNALE MILJØVERK,1995-02-20,63,null,null,IKS,Haraldseidvågen 288,5574,SKJOLD,1160,VINDAFJORD,NO,Norge
979361475,HÆGEBOSTAD OG ÅSERAL RENOVASJONSSELSKAP-HÅR IKS,1997-11-03,7,null,null,IKS,Torsland,4540,ÅSERAL,1026,ÅSERAL,NO,Norge
971030690,RAMFOSS KRAFTLAG,1995-03-12,0,970491589,0.87,ORGL,Øvre Nedmarken 15,3370,VIKERSUND,0623,MODUM,NO,Norge
974794853,MÅSØY KOMMUNE SENTRALADMINISTRASJON,1997-02-20,18,941087957,0.52,ORGL,Torget 1,9690,HAVØYSUND,2018,MÅSØY,NO,Norge
964966575,VALLE KOMMUNE,1995-06-07,471,null,null,KOMM,KOMMUNEHUSET,4747,VALLE,0940,VALLE,NO,Norge
964949859,ØSTRE TOTEN KOMMUNE,1995-06-07,2034,null,null,KOMM,,2850,LENA,0528,ØSTRE TOTEN,NO,Norge
919059052,DOVRE KOMMUNE PLEIE- OG OMSORGSAVDELING,2017-05-31,130,939849831,0.34,ORGL,Hjerleids veg 18,2662,DOVRE,0511,DOVRE,NO,Norge
920285252,STOR-ELVDAL KOMMUNE INSTITUSJONSTJENESTER,2018-01-22,113,964948887,0.66,ORGL,Granheimveien 3,2480,KOPPANG,0430,STOR-ELVDAL,NO,Norge
986390456,LEGEVAKTA I DRAMMENSREGIONEN IKS,2004-01-05,216,null,null,IKS,Rosenkrantzgata 17,3018,DRAMMEN,0602,DRAMMEN,NO,Norge
940138051,RINDAL KOMMUNE,1995-06-07,474,null,null,KOMM,Rindalsvegen 17,6657,RINDAL,1567,RINDAL,NO,Norge
874643912,SELJORD KOMMUNE SENTRALADMINISTRASJON,1996-08-28,37,964963738,0.42,ORGL,Brøløsvegen 13A,3840,SELJORD,0828,SELJORD,NO,Norge
977489318,FLORA BUSTAD OG EIGEDOM KF,1997-04-28,0,935473578,0.93,KF,Markegata 51,6905,FLORØ,1401,FLORA,NO,Norge
974778602,SOGN OG FJORDANE FYLKESKOMMUNE TANNHELSETENESTA,1996-05-28,124,941388841,0.13,ORGL,Askedalen 2,6863,LEIKANGER,1419,LEIKANGER,NO,Norge
963946902,KRAGERØ KOMMUNE,1995-06-07,1540,null,null,KOMM,Rådhusgata 5,3770,KRAGERØ,0815,KRAGERØ,NO,Norge
974643626,ØVRE EIKER KOMMUNE SEKSJON SERVICE OG FELLESTJENESTER,1996-09-01,60,954597482,0.59,ORGL,Stasjonsgata 24,3300,HOKKSUND,0624,ØVRE EIKER,NO,Norge
981868684,ROLLAG KOMMUNE EIENDOM,2000-03-24,17,964963282,0.1,ORGL,,3626,ROLLAG,0632,ROLLAG,NO,Norge
959377677,LOM KOMMUNE,1995-06-07,391,null,null,KOMM,Sognefjellsvegen 6,2686,LOM,0514,LOM,NO,Norge
974636530,KF ELVERUM KOMMUNESKOGER,1996-08-28,8,952857991,0.41,KF,Lærerskolealleen 1,2408,ELVERUM,0427,ELVERUM,NO,Norge
938626367,HORDALAND FYLKESKOMMUNE,1995-06-07,5278,null,null,FYLK,Agnes Mowinckels gate 5,5008,BERGEN,1201,BERGEN,NO,Norge
976662652,SETESDAL REVISJONSDISTRIKT IKS,1996-09-01,0,null,null,IKS,Evjemoen Kasernevegen 19,4735,EVJE,0937,EVJE OG HORNNES,NO,Norge
944439927,JONDAL KOMMUNE,1995-06-07,375,null,null,KOMM,Folgefonnvegen 2,5627,JONDAL,1227,JONDAL,NO,Norge
912680835,IKT-TJENESTER NORDHORDLAND,2013-11-05,22,864338712,0.78,ORGL,Hagellia 4,5914,ISDALSTØ,1263,LINDÅS,NO,Norge
974766256,VERDAL KOMMUNE UNDERVISNINGSETATEN,1996-09-01,897,938587418,0.68,ORGL,Vektergata,7650,VERDAL,5038,VERDAL,NO,Norge
974791870,PLAN- OG UTVIKLINGSAVDELINGEN FOR EVENES OG TJELDSUND,1997-02-20,71,959469237,0.41,ORGL,Tjeldøyveien 800,9444,HOL I TJELDSUND,1852,TJELDSUND,NO,Norge
974767457,SELBU KOMMUNE SEKTOR OPPVEKST,1996-10-26,272,971197609,0.06,ORGL,Gjelbakken 15,7580,SELBU,5032,SELBU,NO,Norge
964980454,SKODJE KOMMUNE,1995-06-07,643,null,null,KOMM,Niusvegen 1,6260,SKODJE,1529,SKODJE,NO,Norge
971315601,FARTØYKONTORET,1995-02-20,0,986105174,0.15,ORGL,Høybuktmoen leir,9912,HESSENG,2030,SØR-VARANGER,NO,Norge
997739310,ANDØY KOMMUNE - RISØYHAMN SKOLE,2011-12-19,40,945624809,0.7,ORGL,,8484,RISØYHAMN,1871,ANDØY,NO,Norge
974635186,AREMARK KOMMUNE OPPVEKST OG KULTUR,1996-09-01,93,940875560,0.28,ORGL,Rådhuset,1798,AREMARK,0118,AREMARK,NO,Norge
840098222,AGDENES KOMMUNE,1995-06-07,454,null,null,KOMM,Rådhuset,7316,LENSVIK,5016,AGDENES,NO,Norge
974766957,NAUSTDAL KOMMUNE SKULEADMINISTRASJON,1996-09-01,149,963923899,0.3,ORGL,,6817,NAUSTDAL,1433,NAUSTDAL,NO,Norge
976662997,SOKNDAL HAVN,1996-09-01,1,964965692,0.54,ORGL,Gamleveien 20,4380,HAUGE I DALANE,1111,SOKNDAL,NO,Norge
942402465,KONGSBERG KOMMUNE,1995-06-07,3475,null,null,KOMM,Kirkegata 1,3616,KONGSBERG,0604,KONGSBERG,NO,Norge
964962766,SIGDAL KOMMUNE,1995-06-07,676,null,null,KOMM,Kommunehuset,3350,PRESTFOSS,0621,SIGDAL,NO,Norge
974639165,ØSTRE TOTEN KOMMUNE KULTUR,1996-08-28,45,964949859,0.72,ORGL,,2850,LENA,0528,ØSTRE TOTEN,NO,Norge
974789310,NAV ØSTFOLD,1995-09-13,456,991012133,0.96,ORGL,Gamle Tindlundvei 3,1718,GREÅKER,0105,SARPSBORG,NO,Norge
974771101,FESTIVITETEN KINO,1997-02-20,10,938587051,0.32,ORGL,Kirkegata 18,7600,LEVANGER,5037,LEVANGER,NO,Norge
911671417,INDRE ØSTFOLD UTVIKLING IKS,2013-04-15,0,null,null,IKS,Skolegata 3B,1830,ASKIM,0124,ASKIM,NO,Norge
999005519,JÆREN KEMNERKONTOR,2012-10-15,0,859223672,0.45,ORGL,Røyrvika 2,4344,BRYNE,1121,TIME,NO,Norge
974770229,MØRE OG ROMSDAL FYLKESKOMMUNE SAMFERDSELSAVDELINGA,1996-05-28,49,944183779,0.05,ORGL,Julsundvegen 47A,6412,MOLDE,1502,MOLDE,NO,Norge
974775735,KRISTIANSUND KOMMUNE KOMMUNALTEKNISKE TJENESTER OG KULTUR,1997-11-04,391,991891919,0.24,ORGL,Kaibakken 2,6509,KRISTIANSUND N,1505,KRISTIANSUND,NO,Norge
986987584,ENGERDAL KOMMUNESKOGER KF,2004-07-17,3,964948976,0.06,KF,Åveien 4,2440,ENGERDAL,0434,ENGERDAL,NO,Norge
989550454,LANDBRUKSKONTORET FOR SEL OG VÅGÅ,2006-03-03,9,939607706,0.15,ORGL,Edvard Storms veg 2,2680,VÅGÅ,0515,VÅGÅ,NO,Norge
974637413,EIDSBERG KOMMUNE MILJØ OG TEKNIKK,1996-08-28,81,944345035,0.6,ORGL,Ordfører Voldens vei 1,1850,MYSEN,0125,EIDSBERG,NO,Norge
988064920,K-SEKRETARIATET IKS,2005-04-27,6,null,null,IKS,Strandvegen 13,9007,TROMSØ,1902,TROMSØ,NO,Norge
981400690,STAVNE TRONDHEIM KF,2000-01-25,66,942110464,0.46,KF,Hornebergvegen 5,7038,TRONDHEIM,5001,TRONDHEIM,NO,Norge
864980902,RAUMA KOMMUNE,1995-06-07,1483,null,null,KOMM,Vollan 8A,6300,ÅNDALSNES,1539,RAUMA,NO,Norge
874636762,NES KOMMUNALE KINO,1996-08-28,10,964951640,0.89,ORGL,Kulturhuset Banken Jordeshagen 5,3540,NESBYEN,0616,NES,NO,Norge
974643316,ETNEDAL KOMMUNE SENTRALADMINISTRASJON,1996-08-28,30,933038173,0.81,ORGL,Kyrkjevegen 10,2890,ETNEDAL,0541,ETNEDAL,NO,Norge
992836229,KRISESENTERET I MOSS IKS,2008-08-07,27,null,null,IKS,,1521,MOSS,0104,MOSS,NO,Norge
979352069,RØDØY KOMMUNE OMSORGSSEKTOR,1997-11-04,157,945717173,0.04,ORGL,Kommunehuset,8185,VÅGAHOLMEN,1836,RØDØY,NO,Norge
920213820,VALDRES BRANN- OG REDNINGSTJENESTE IKS,2018-01-26,99,null,null,IKS,Tingvollbakkin 15,2930,BAGN,0540,SØR-AURDAL,NO,Norge
989261932,KRISTIANSAND BOLIGSELSKAP KF,2006-02-13,51,963296746,0.64,KF,Rådhusgata 20,4611,KRISTIANSAND S,1001,KRISTIANSAND,NO,Norge
988517720,SJØFORSVARET,2005-08-11,0,986105174,0.11,ORGL,Haakonsvern,5886,BERGEN,1201,BERGEN,NO,Norge
911808005,MIDTRE ROMERIKE AVLØPSSELSKAP - MIRA IKS,2013-04-30,16,null,null,IKS,Lystadvegen 140,1920,SØRUMSAND,0226,SØRUM,NO,Norge
870917732,OLJEDIREKTORATET,1995-03-12,221,977161630,0.69,ORGL,Professor Olav Hanssens vei 10,4021,STAVANGER,1103,STAVANGER,NO,Norge
964952612,GOL KOMMUNE,1995-06-07,678,null,null,KOMM,Gamlevegen 4,3550,GOL,0617,GOL,NO,Norge
966703032,SIVA - SELSKAPET FOR INDUSTRIVEKST SF,1995-03-12,45,null,null,SF,Pirsenteret,7462,TRONDHEIM,5001,TRONDHEIM,NO,Norge
940192692,TRÆNA KOMMUNE,1995-06-07,254,null,null,KOMM,Rådhuset,8770,TRÆNA,1835,TRÆNA,NO,Norge
974761122,STATENS LEGEMIDDELVERK,1995-08-09,300,983887406,0.62,ORGL,Strømsveien 96,0663,OSLO,0301,OSLO,NO,Norge
974790475,RØST KOMMUNE ENHET FOR SKOLE OG BIBLIOTEK,1998-01-15,37,945037687,0.15,ORGL,,8064,RØST,1856,RØST,NO,Norge
974773341,KLEPP KOMMUNE TENESTEOMRÅDE HELSE OG VELFERD,1996-10-26,940,864969682,0.24,ORGL,Solavegen 1,4352,KLEPPE,1120,KLEPP,NO,Norge
997815203,NAV VALDRES,2012-01-10,23,961381908,0.9,ORGL,Jernbanevegen 22,2900,FAGERNES,0542,NORD-AURDAL,NO,Norge
974794756,KVÆNANGEN KOMMUNE SENTRALADMINISTRASJON,1997-02-20,55,940331102,0.8,ORGL,,9161,BURFJORD,1943,KVÆNANGEN,NO,Norge
972417882,KLIMA- OG MILJØDEPARTEMENTET,1995-06-07,257,null,null,STAT,Kongens gate 20,0153,OSLO,0301,OSLO,NO,Norge
964968063,AURLAND KOMMUNE,1995-06-07,384,null,null,KOMM,Vangen 1,5745,AURLAND,1421,AURLAND,NO,Norge
999339700,SANDNES KUNST- OG KULTURHUS KF,2013-01-29,75,964965137,0.67,KF,Mauritz Kartevoldsplass 1,4306,SANDNES,1102,SANDNES,NO,Norge
991077537,SKJÅK ENERGI KF,2007-05-12,17,961381096,0.92,KF,Moavegen 28A,2690,SKJÅK,0513,SKJÅK,NO,Norge
974793342,"PORSANGER KOMMUNE MILJØ, NÆRING OG KOMMUNAL TEKNIKK",1996-09-01,67,959411735,0.49,ORGL,,9700,LAKSELV,2020,PORSANGER,NO,Norge
971564679,UNIVERSITETET I STAVANGER,1995-02-20,4832,872417842,0.02,ORGL,Arne Retterdals hus Kjell Arholms gate 41,4021,STAVANGER,1103,STAVANGER,NO,Norge
974789221,ETTERRETNINGSTJENESTEN,1995-09-13,0,986105174,0.03,ORGL,Oslo mil/Akershus,0015,OSLO,0301,OSLO,NO,Norge
978609562,BLINDEVANNVERKET INTERKOMMUNALE SELSKAP,1997-06-11,0,null,null,IKS,Prestegårdsalleen 35,3070,SANDE I VESTFOLD,0713,SANDE,NO,Norge
919995149,ALARMSENTRAL BRANN INNLANDET,2017-11-30,22,970540008,0.89,ORGL,Vangsvegen 155,2321,HAMAR,0403,HAMAR,NO,Norge
974781654,FLORA KOMMUNE SENTRALADMINISTRASJON,1996-09-01,119,935473578,0.63,ORGL,Strandgata 30,6905,FLORØ,1401,FLORA,NO,Norge
987360798,SUND EIGEDOMSUTVIKLING KF,2004-11-15,11,964338809,0.67,KF,Kommunehuset Skogsskiftet,5382,SKOGSVÅG,1245,SUND,NO,Norge
988517534,FORSVARETS OPERATIVE HOVEDKVARTER,2005-08-11,0,986105174,0.59,ORGL,Reitan,8050,TVERLANDET,1804,BODØ,NO,Norge
974773708,KVITSØY KOMMUNE LEVEKÅR,1996-09-01,115,964979634,0.47,ORGL,Kommunehusveien 6,4180,KVITSØY,1144,KVITSØY,NO,Norge
974635453,ASKER KOMMUNE SEKTOR OPPVEKST OG UTDANNING,1996-09-01,3361,944382038,0.08,ORGL,Knud Askers vei 25,1383,ASKER,0220,ASKER,NO,Norge
974778181,"FLATANGER KOMMUNE NÆRING, MILJØ OG TEKNISK",1996-10-26,80,845153272,0.56,ORGL,"Miljøbygget, Lauvsnes",7770,FLATANGER,5049,FLATANGER,NO,Norge
985658714,LYNGDAL KULTURSENTER KF,2003-05-19,25,946485764,0.81,KF,Torggata 4,4580,LYNGDAL,1032,LYNGDAL,NO,Norge
974652277,NAV AUST-AGDER,1995-08-09,247,991012133,0.71,ORGL,Holthes vei 4,4848,ARENDAL,0906,ARENDAL,NO,Norge
974635119,FÆRDER KOMMUNE OPPVEKST OG KUNNSKAPSSEKTOR,1996-08-28,1390,817263992,0.12,ORGL,Tinghaugveien 18,3140,NØTTERØY,0729,FÆRDER,NO,Norge
995012766,MIDTRE NAMDAL SAMKOMMUNE,2010-01-15,165,942875967,0.99,ORGL,Søren R Thornæs veg 10,7800,NAMSOS,5005,NAMSOS,NO,Norge
979529783,NASJONALT INSTITUTT FOR ERNÆRINGS- OG SJØMATFORSKNING (NIFES),1998-01-16,0,912660680,0.57,ORGL,Strandgaten 229,5004,BERGEN,1201,BERGEN,NO,Norge
974780143,PEDAGOGISK-PSYKOLOGISK TENESTE FOR YTRE SOGN OG SUNNFJORD,1996-09-01,4,864968422,0.63,ORGL,,6963,DALE I SUNNFJORD,1429,FJALER,NO,Norge
974793474,TANA KOMMUNE HELSE- OG SOSIALADMINISTRASJON,1997-06-11,233,943505527,0.99,ORGL,Rådhusveien 24,9845,TANA,2025,TANA,NO,Norge
996157008,HEMSEDAL KOMMUNE HELSE- OG OMSORGSETATEN,2010-11-08,166,964952701,0.68,ORGL,Hemsedalsvegen 2889,3560,HEMSEDAL,0618,HEMSEDAL,NO,Norge
971185589,OSLO KOMMUNE VANN- OG AVLØPSETATEN,1995-02-20,596,974770474,0.27,ORGL,Herslebs gate 5,0561,OSLO,0301,OSLO,NO,Norge
935478715,BÆRUM KOMMUNE,1995-06-07,13974,null,null,KOMM,Rådhustorget 4,1337,SANDVIKA,0219,BÆRUM,NO,Norge
976819918,OSLO KOMMUNE RÅDHUSETS FORVALTNINGSTJENESTE,1997-10-29,97,976819837,0.59,ORGL,Rådhuset,0037,OSLO,0301,OSLO,NO,Norge
